2017-11-29-13-50-7    UserID [0]    Transaction Complete 
2017-11-29-13-50-7    UserID [3]    Transaction Complete 
2017-11-29-13-50-7    UserID [4]    Transaction Complete 
2017-11-29-13-50-7    UserID [1]    Transaction Complete 
2017-11-29-13-50-7    UserID [2]    Transaction Complete 
2017-11-29-13-50-7    UserID [0]    Transaction Complete 
2017-11-29-13-50-7    UserID [4]    Transaction Complete 
2017-11-29-13-50-7    UserID [2]    Transaction Complete 
2017-11-29-13-50-7    UserID [3]    Transaction Complete 
2017-11-29-13-50-7    UserID [1]    Transaction Complete 
2017-11-29-13-50-7    UserID [0]    Transaction Complete 
2017-11-29-13-50-7    UserID [2]    Transaction Complete 
2017-11-29-13-50-7    UserID [4]    Transaction Complete 
2017-11-29-13-50-7    UserID [1]    Transaction Complete 
2017-11-29-13-50-7    UserID [3]    Transaction Complete 
2017-11-29-13-50-7    UserID [0]    Transaction Complete 
2017-11-29-13-50-8    UserID [3]    Transaction Complete 
2017-11-29-13-50-8    UserID [1]    Transaction Complete 
2017-11-29-13-50-8    UserID [2]    Transaction Complete 
2017-11-29-13-50-8    UserID [4]    Transaction Complete 
2017-11-29-13-50-8    UserID [0]    Transaction Complete 
2017-11-29-13-50-8    UserID [1]    Transaction Complete 
2017-11-29-13-50-8    UserID [3]    Transaction Complete 
2017-11-29-13-50-8    UserID [2]    Transaction Complete 
2017-11-29-13-50-8    UserID [4]    Transaction Complete 
2017-11-29-13-50-8    UserID [0]    Transaction Complete 
2017-11-29-13-50-8    UserID [4]    Transaction Complete 
2017-11-29-13-50-8    UserID [2]    Transaction Complete 
2017-11-29-13-50-8    UserID [1]    Transaction Complete 
2017-11-29-13-50-8    UserID [3]    Transaction Complete 
2017-11-29-13-50-8    UserID [0]    Transaction Complete 
2017-11-29-13-50-8    UserID [1]    Transaction Complete 
2017-11-29-13-50-8    UserID [4]    Transaction Complete 
2017-11-29-13-50-8    UserID [3]    Transaction Complete 
2017-11-29-13-50-8    UserID [2]    Transaction Complete 
2017-11-29-13-50-8    UserID [0]    Transaction Complete 
2017-11-29-13-50-9    UserID [1]    Transaction Complete 
2017-11-29-13-50-9    UserID [4]    Transaction Complete 
2017-11-29-13-50-9    UserID [2]    Transaction Complete 
2017-11-29-13-50-9    UserID [3]    Transaction Complete 
2017-11-29-13-50-9    UserID [0]    Transaction Complete 
2017-11-29-13-50-9    UserID [1]    Transaction Complete 
2017-11-29-13-50-9    UserID [3]    Transaction Complete 
2017-11-29-13-50-9    UserID [2]    Transaction Complete 
2017-11-29-13-50-9    UserID [4]    Transaction Complete 
2017-11-29-13-50-9    UserID [0]    Transaction Complete 
2017-11-29-13-50-9    UserID [0]    Transaction Complete 
2017-11-29-13-50-9    UserID [1]    Transaction Complete 
2017-11-29-13-50-9    UserID [2]    Transaction Complete 
2017-11-29-13-50-9    UserID [4]    Transaction Complete 
2017-11-29-13-50-9    UserID [3]    Transaction Complete 
2017-11-29-13-50-10    UserID [3]    Transaction Complete 
2017-11-29-13-50-10    UserID [4]    Transaction Complete 
2017-11-29-13-50-10    UserID [0]    Transaction Complete 
2017-11-29-13-50-10    UserID [1]    Transaction Complete 
2017-11-29-13-50-10    UserID [2]    Transaction Complete 
2017-11-29-13-50-10    UserID [2]    Transaction Complete 
2017-11-29-13-50-10    UserID [1]    Transaction Complete 
2017-11-29-13-50-10    UserID [0]    Transaction Complete 
2017-11-29-13-50-10    UserID [3]    Transaction Complete 
2017-11-29-13-50-10    UserID [4]    Transaction Complete 
2017-11-29-13-50-10    UserID [2]    Transaction Complete 
2017-11-29-13-50-10    UserID [1]    Transaction Complete 
2017-11-29-13-50-10    UserID [3]    Transaction Complete 
2017-11-29-13-50-10    UserID [4]    Transaction Complete 
2017-11-29-13-50-10    UserID [0]    Transaction Complete 
2017-11-29-13-50-11    UserID [4]    Transaction Complete 
2017-11-29-13-50-11    UserID [1]    Transaction Complete 
2017-11-29-13-50-11    UserID [2]    Transaction Complete 
2017-11-29-13-50-11    UserID [3]    Transaction Complete 
2017-11-29-13-50-11    UserID [0]    Transaction Complete 
2017-11-29-13-50-11    UserID [2]    Transaction Complete 
2017-11-29-13-50-11    UserID [4]    Transaction Complete 
2017-11-29-13-50-11    UserID [0]    Transaction Complete 
2017-11-29-13-50-11    UserID [1]    Transaction Complete 
2017-11-29-13-50-11    UserID [3]    Transaction Complete 
2017-11-29-13-50-11    UserID [1]    Transaction Complete 
2017-11-29-13-50-11    UserID [2]    Transaction Complete 
2017-11-29-13-50-11    UserID [0]    Transaction Complete 
2017-11-29-13-50-11    UserID [4]    Transaction Complete 
2017-11-29-13-50-11    UserID [3]    Transaction Complete 
